Flag ID      | Name                                               | Category        | Region
65310        | Holy-Shrouding Cracked Tear                        | Whetblade       | Various
65400        | Good_2011000                                       | Whetblade       | Various
65410        | Good_2011010                                       | Whetblade       | Various
65420        | Good_2011020                                       | Whetblade       | Various
65430        | Good_2011030                                       | Whetblade       | Various
65440        | Good_2011040                                       | Whetblade       | Various
65450        | Good_2011050                                       | Whetblade       | Various
65460        | Good_2011060                                       | Whetblade       | Various
65470        | Good_2011070                                       | Whetblade       | Various
65610        | Iron Whetblade                                     | Whetblade       | Various
65640        | Red-Hot Whetblade                                  | Whetblade       | Various
65660        | Sanctified Whetblade                               | Whetblade       | Various
65680        | Glintstone Whetblade                               | Whetblade       | Various
65720        | Black Whetblade                                    | Whetblade       | Various
65810        | Ash of War: Impaling Thrust - Unlocked             | Shop Unlock     | Various
65811        | Ash of War: Piercing Fang - Unlocked               | Shop Unlock     | Various
65812        | Ash of War: Spinning Slash - Unlocked              | Shop Unlock     | Various
65813        | Ash of War: Repeating Thrust - Unlocked            | Shop Unlock     | Various
65814        | Ash of War: Double Slash - Unlocked                | Shop Unlock     | Various
65815        | Ash of War: Unsheathe - Unlocked                   | Shop Unlock     | Various
65816        | Ash of War: Sword Dance - Unlocked                 | Shop Unlock     | Various
65818        | Ash of War: Quickstep - Unlocked                   | Shop Unlock     | Various
65819        | Ash of War: Bloodhound's Step - Unlocked           | Shop Unlock     | Various
65820        | Ash of War: Lion's Claw - Unlocked                 | Shop Unlock     | Various
65821        | Ash of War: Stamp (Upward Cut) - Unlocked          | Shop Unlock     | Various
65822        | Ash of War: Stamp (Sweep) - Unlocked               | Shop Unlock     | Various
65823        | Ash of War: Wild Strikes - Unlocked                | Shop Unlock     | Various
65824        | Ash of War: Earthshaker - Unlocked                 | Shop Unlock     | Various
65825        | Ash of War: Kick - Unlocked                        | Shop Unlock     | Various
65826        | Ash of War: Ground Slam - Unlocked                 | Shop Unlock     | Various
65827        | Ash of War: Hoarah Loux's Earthshaker - Unlocked   | Shop Unlock     | Various
65828        | Ash of War: Barbaric Roar - Unlocked               | Shop Unlock     | Various
65829        | Ash of War: War Cry - Unlocked                     | Shop Unlock     | Various
65830        | Ash of War: Troll's Roar - Unlocked                | Shop Unlock     | Various
65831        | Ash of War: Braggart's Roar - Unlocked             | Shop Unlock     | Various
65832        | Ash of War: Endure - Unlocked                      | Shop Unlock     | Various
65833        | Ash of War: Charge Forth - Unlocked                | Shop Unlock     | Various
65834        | Ash of War: Square Off - Unlocked                  | Shop Unlock     | Various
65835        | Ash of War: Giant Hunt - Unlocked                  | Shop Unlock     | Various
65836        | Ash of War: Spinning Strikes - Unlocked            | Shop Unlock     | Various
65837        | Ash of War: Storm Assault - Unlocked               | Shop Unlock     | Various
65838        | Ash of War: Stormcaller - Unlocked                 | Shop Unlock     | Various
65839        | Ash of War: Storm Blade - Unlocked                 | Shop Unlock     | Various
65840        | Ash of War: Vacuum Slice - Unlocked                | Shop Unlock     | Various
65841        | Ash of War: Storm Stomp - Unlocked                 | Shop Unlock     | Various
65842        | Ash of War: Determination - Unlocked               | Shop Unlock     | Various
65843        | Ash of War: Royal Knight's Resolve - Unlocked      | Shop Unlock     | Various
65844        | Ash of War: Prelate's Charge - Unlocked            | Shop Unlock     | Various
65845        | Ash of War: Eruption - Unlocked                    | Shop Unlock     | Various
65846        | Ash of War: Flaming Strike - Unlocked              | Shop Unlock     | Various
65847        | Ash of War: Black Flame Tornado - Unlocked         | Shop Unlock     | Various
65848        | Ash of War: Flame of the Redmanes - Unlocked       | Shop Unlock     | Various
65849        | Ash of War: Thunderbolt - Unlocked                 | Shop Unlock     | Various
65850        | Ash of War: Lightning Slash - Unlocked             | Shop Unlock     | Various
65851        | Ash of War: Lightning Ram - Unlocked               | Shop Unlock     | Various
65852        | Ash of War: Loretta's Slash - Unlocked             | Shop Unlock     | Various
65853        | Ash of War: Spinning Weapon - Unlocked             | Shop Unlock     | Various
65854        | Ash of War: Glintblade Phalanx - Unlocked          | Shop Unlock     | Various
65855        | Ash of War: Glintstone Pebble - Unlocked           | Shop Unlock     | Various
65856        | Ash of War: Gravitas - Unlocked                    | Shop Unlock     | Various
65857        | Ash of War: Carian Grandeur - Unlocked             | Shop Unlock     | Various
65858        | Ash of War: Carian Greatsword - Unlocked           | Shop Unlock     | Various
65859        | Ash of War: Waves of Darkness - Unlocked           | Shop Unlock     | Various
65860        | Ash of War: Cragblade - Unlocked                   | Shop Unlock     | Various
65861        | Ash of War: Sacred Blade - Unlocked                | Shop Unlock     | Various
65862        | Ash of War: Prayerful Strike - Unlocked            | Shop Unlock     | Various
65863        | Ash of War: Golden Land - Unlocked                 | Shop Unlock     | Various
65864        | Ash of War: Sacred Ring of Light - Unlocked        | Shop Unlock     | Various
65865        | Ash of War: Golden Slam - Unlocked                 | Shop Unlock     | Various
65866        | Ash of War: Golden Vow - Unlocked                  | Shop Unlock     | Various
65867        | Ash of War: Sacred Order - Unlocked                | Shop Unlock     | Various
65868        | Ash of War: Shared Order - Unlocked                | Shop Unlock     | Various
65869        | Ash of War: Beast's Roar - Unlocked                | Shop Unlock     | Various
65870        | Ash of War: Phantom Slash - Unlocked               | Shop Unlock     | Various
65871        | Ash of War: Spectral Lance - Unlocked              | Shop Unlock     | Various
65872        | Ash of War: Raptor of the Mists - Unlocked         | Shop Unlock     | Various
65873        | Ash of War: White Shadow's Lure - Unlocked         | Shop Unlock     | Various
65874        | Ash of War: Poison Moth Flight - Unlocked          | Shop Unlock     | Various
65875        | Ash of War: Poisonous Mist - Unlocked              | Shop Unlock     | Various
65876        | Ash of War: Blood Tax - Unlocked                   | Shop Unlock     | Various
65877        | Ash of War: Bloody Slash - Unlocked                | Shop Unlock     | Various
65878        | Ash of War: Lifesteal Fist - Unlocked              | Shop Unlock     | Various
65879        | Ash of War: Blood Blade - Unlocked                 | Shop Unlock     | Various
65880        | Ash of War: Assassin's Gambit - Unlocked           | Shop Unlock     | Various
65881        | Ash of War: Seppuku - Unlocked                     | Shop Unlock     | Various
65882        | Ash of War: Ice Spear - Unlocked                   | Shop Unlock     | Various
65883        | Ash of War: Chilling Mist - Unlocked               | Shop Unlock     | Various
65884        | Ash of War: Hoarfrost Stomp - Unlocked             | Shop Unlock     | Various
65885        | Ash of War: No Skill - Unlocked                    | Shop Unlock     | Various
65886        | Ash of War: Shield Bash - Unlocked                 | Shop Unlock     | Various
65887        | Ash of War: Shield Crash - Unlocked                | Shop Unlock     | Various
65888        | Ash of War: Barricade Shield - Unlocked            | Shop Unlock     | Various
65889        | Ash of War: Parry - Unlocked                       | Shop Unlock     | Various
65890        | Ash of War: Carian Retaliation - Unlocked          | Shop Unlock     | Various
65891        | Ash of War: Storm Wall - Unlocked                  | Shop Unlock     | Various
65892        | Ash of War: Golden Parry - Unlocked                | Shop Unlock     | Various
65893        | Ash of War: Thops's Barrier - Unlocked             | Shop Unlock     | Various
65894        | Ash of War: Holy Ground - Unlocked                 | Shop Unlock     | Various
65895        | Ash of War: Vow of the Indomitable - Unlocked      | Shop Unlock     | Various
65896        | Ash of War: Barrage - Unlocked                     | Shop Unlock     | Various
65897        | Ash of War: Mighty Shot - Unlocked                 | Shop Unlock     | Various
65898        | Ash of War: Sky Shot - Unlocked                    | Shop Unlock     | Various
65899        | Ash of War: Through and Through - Unlocked         | Shop Unlock     | Various
65900        | Ash of War: Enchanted Shot - Unlocked              | Shop Unlock     | Various
65901        | Ash of War: Rain of Arrows - Unlocked              | Shop Unlock     | Various
65910        | Ash of War: Dryleaf Whirlwind - Unlocked           | Shop Unlock     | Various
65911        | Ash of War: Aspects of the Crucible: Wings - Un... | Shop Unlock     | Various
65912        | Ash of War: Spinning Gravity Thrust - Unlocked     | Shop Unlock     | Various
65913        | Ash of War: Palm Blast - Unlocked                  | Shop Unlock     | Various
65914        | Ash of War: Piercing Throw - Unlocked              | Shop Unlock     | Various
65915        | Ash of War: Scattershot Throw - Unlocked           | Shop Unlock     | Various
65916        | Ash of War: Wall of Sparks - Unlocked              | Shop Unlock     | Various
65917        | Ash of War: Rolling Sparks - Unlocked              | Shop Unlock     | Various
65918        | Ash of War: Raging Beast - Unlocked                | Shop Unlock     | Various
65919        | Ash of War: Savage Claws - Unlocked                | Shop Unlock     | Various
65920        | Ash of War: Blind Spot - Unlocked                  | Shop Unlock     | Various
65921        | Ash of War: Swift Slash - Unlocked                 | Shop Unlock     | Various
65922        | Ash of War: Overhead Stance - Unlocked             | Shop Unlock     | Various
65923        | Ash of War: Wing Stance - Unlocked                 | Shop Unlock     | Various
65924        | Ash of War: Blinkbolt - Unlocked                   | Shop Unlock     | Various
65925        | Ash of War: Flame Skewer - Unlocked                | Shop Unlock     | Various
65926        | Ash of War: Savage Lion's Claw - Unlocked          | Shop Unlock     | Various
65927        | Ash of War: Divine Beast Frost Stomp - Unlocked    | Shop Unlock     | Various
65928        | Ash of War: Flame Spear - Unlocked                 | Shop Unlock     | Various
65929        | Ash of War: Carian Sovereignty - Unlocked          | Shop Unlock     | Various
65930        | Ash of War: Shriek of Sorrow - Unlocked            | Shop Unlock     | Various
65931        | Ash of War: Ghostflame Call - Unlocked             | Shop Unlock     | Various
65932        | Ash of War: The Poison Flower Blooms Twice - Un... | Shop Unlock     | Various
65933        | Ash of War: Igon's Drake Hunt - Unlocked           | Shop Unlock     | Various
65934        | Ash of War: Shield Strike - Unlocked               | Shop Unlock     | Various
66000        | Cracked Pot                                        | Pot Upgrade     | Various
66010        | Cracked Pot                                        | Pot Upgrade     | Various
66020        | Cracked Pot                                        | Pot Upgrade     | Various
66030        | [Merchant Kale] Cracked Pot - Purchased            | Shop Stock      | Various
66060        | [Merchant - North Limgrave] Cracked Pot - Purch... | Shop Stock      | Various
66070        | [Merchant - East Weeping Peninsula] Cracked Pot... | Shop Stock      | Various
66080        | Cracked Pot                                        | Pot Upgrade     | Various
66090        | Cracked Pot                                        | Pot Upgrade     | Various
66100        | Cracked Pot                                        | Pot Upgrade     | Various
66110        | Cracked Pot                                        | Pot Upgrade     | Various
66120        | Cracked Pot                                        | Pot Upgrade     | Various
66130        | Cracked Pot                                        | Pot Upgrade     | Various
66140        | Cracked Pot                                        | Pot Upgrade     | Various
66150        | Cracked Pot                                        | Pot Upgrade     | Various
66160        | Cracked Pot                                        | Pot Upgrade     | Various
66170        | Cracked Pot                                        | Pot Upgrade     | Various
66180        | [Merchant - South Caelid] Cracked Pot - Purchased  | Shop Stock      | Various
66190        | Cracked Pot                                        | Pot Upgrade     | Various
66400        | Ritual Pot                                         | Pot Upgrade     | Various
66410        | Ritual Pot                                         | Pot Upgrade     | Various
66420        | Ritual Pot                                         | Pot Upgrade     | Various
66430        | Ritual Pot                                         | Pot Upgrade     | Various
66440        | Ritual Pot                                         | Pot Upgrade     | Various
66450        | [Pidia Carian Servant] Ritual Pot - Purchased      | Shop Stock      | Various
66460        | [Isolated Merchant - Dragonbarrow] Ritual Pot -... | Shop Stock      | Various
66470        | Ritual Pot                                         | Pot Upgrade     | Various
66480        | Ritual Pot                                         | Pot Upgrade     | Various
66490        | Ritual Pot                                         | Pot Upgrade     | Various
66700        | Perfume Bottle                                     | Pot Upgrade     | Various
66710        | Perfume Bottle                                     | Pot Upgrade     | Various
66720        | Perfume Bottle                                     | Pot Upgrade     | Various
66730        | Perfume Bottle                                     | Pot Upgrade     | Various
66740        | Perfume Bottle                                     | Pot Upgrade     | Various
66750        | [Hermit Merchant - Leyndell] Perfume Bottle - P... | Shop Stock      | Various
66760        | Perfume Bottle                                     | Pot Upgrade     | Various
66770        | Perfume Bottle                                     | Pot Upgrade     | Various
66780        | Perfume Bottle                                     | Pot Upgrade     | Various
66790        | Perfume Bottle                                     | Pot Upgrade     | Various
66900        | Good_2009500                                       | Pot Upgrade     | Various
66910        | Good_2009500                                       | Pot Upgrade     | Various
66920        | Good_2009500                                       | Pot Upgrade     | Various
66930        | Good_2009500                                       | Pot Upgrade     | Various
66940        | Good_2009500                                       | Pot Upgrade     | Various
66950        | Good_2009500                                       | Pot Upgrade     | Various
66960        | Good_2009500                                       | Pot Upgrade     | Various
66970        | Good_2009500                                       | Pot Upgrade     | Various
66980        | Good_2009500                                       | Pot Upgrade     | Various
66990        | Good_2009500                                       | Pot Upgrade     | Various
67000        | [Merchant Kale] Nomadic Warrior's Cookbook [1] ... | Shop Stock      | Various
67010        | [Merchant - North Limgrave] Nomadic Warrior's C... | Shop Stock      | Various
67020        | Nomadic Warrior's Cookbook [6]                     | Cookbook        | Various
67030        | Nomadic Warrior's Cookbook [10]                    | Cookbook        | Various
67050        | Nomadic Warrior's Cookbook [7]                     | Cookbook        | Various
67060        | Nomadic Warrior's Cookbook [12]                    | Cookbook        | Various
67070        | Nomadic Warrior's Cookbook [19]                    | Cookbook        | Various
67080        | [Merchant - North Liurnia] Nomadic Warrior's Co... | Shop Stock      | Various
67090        | Nomadic Warrior's Cookbook [23]                    | Cookbook        | Various
67100        | [Merchant - Siofra River] Nomadic Warrior's Coo... | Shop Stock      | Various
67110        | [Merchant Kale] Nomadic Warrior's Cookbook [2] ... | Shop Stock      | Various
67120        | Nomadic Warrior's Cookbook [21]                    | Cookbook        | Various
67130        | Missionary's Cookbook [6]                          | Cookbook        | Various
67200        | Armorer's Cookbook [1]                             | Cookbook        | Various
67210        | [Merchant - Coastal Cave] Armorer's Cookbook [2... | Shop Stock      | Various
67220        | Nomadic Warrior's Cookbook [11]                    | Cookbook        | Various
67230        | [Merchant - Mt. Gelmir] Nomadic Warrior's Cookb... | Shop Stock      | Various
67250        | Armorer's Cookbook [7]                             | Cookbook        | Various
67260        | Armorer's Cookbook [4]                             | Cookbook        | Various
67270        | [Merchant - Siofra River] Nomadic Warrior's Coo... | Shop Stock      | Various
67280        | [Merchant - East Limgrave] Armorer's Cookbook [... | Shop Stock      | Various
67290        | [Merchant - Ainsel River] Nomadic Warrior's Coo... | Shop Stock      | Various
67300        | Armorer's Cookbook [6]                             | Cookbook        | Various
67310        | Armorer's Cookbook [5]                             | Cookbook        | Various
67400        | Glintstone Craftsman's Cookbook [4]                | Cookbook        | Various
67410        | Glintstone Craftsman's Cookbook [1]                | Cookbook        | Various
67420        | Glintstone Craftsman's Cookbook [5]                | Cookbook        | Various
67430        | Nomadic Warrior's Cookbook [9]                     | Cookbook        | Various
67440        | Glintstone Craftsman's Cookbook [8]                | Cookbook        | Various
67450        | Glintstone Craftsman's Cookbook [2]                | Cookbook        | Various
67460        | Glintstone Craftsman's Cookbook [6]                | Cookbook        | Various
67470        | [Pidia Carian Servant] Glintstone Craftsman's C... | Shop Stock      | Various
67480        | Glintstone Craftsman's Cookbook [3]                | Cookbook        | Various
67600        | [Patches] Missionary's Cookbook [2] - Purchased    | Shop Stock      | Various
67610        | [Merchant Kale] Missionary's Cookbook [1] - Pur... | Shop Stock      | Various
67630        | Missionary's Cookbook [5]                          | Cookbook        | Various
67640        | Missionary's Cookbook [4]                          | Cookbook        | Various
67650        | Missionary's Cookbook [3]                          | Cookbook        | Various
67800        | Nomadic Warrior's Cookbook [4]                     | Cookbook        | Various
67830        | [Merchant - East Limgrave] Nomadic Warrior's Co... | Shop Stock      | Various
67840        | Perfumer's Cookbook [1]                            | Cookbook        | Various
67850        | Perfumer's Cookbook [2]                            | Cookbook        | Various
67860        | Perfumer's Cookbook [3]                            | Cookbook        | Various
67870        | Nomadic Warrior's Cookbook [14]                    | Cookbook        | Various
67880        | Nomadic Warrior's Cookbook [8]                     | Cookbook        | Various
67890        | Nomadic Warrior's Cookbook [22]                    | Cookbook        | Various
67900        | [Merchant - South Caelid] Nomadic Warrior's Coo... | Shop Stock      | Various
67910        | Nomadic Warrior's Cookbook [24]                    | Cookbook        | Various
67920        | [Merchant - Ainsel River] Perfumer's Cookbook [... | Shop Stock      | Various
68000        | Ancient Dragon Apostle's Cookbook [1]              | Cookbook        | Various
68010        | [Merchant - Altus Plateau] Ancient Dragon Apost... | Shop Stock      | Various
68020        | Ancient Dragon Apostle's Cookbook [4]              | Cookbook        | Various
68030        | Ancient Dragon Apostle's Cookbook [3]              | Cookbook        | Various
68200        | Fevor's Cookbook [1]                               | Cookbook        | Various
68210        | Fevor's Cookbook [3]                               | Cookbook        | Various
68220        | [Merchant - Academy of Raya Lucaria] Fevor's Co... | Shop Stock      | Various
68230        | [Merchant - Mountaintops of the Giants] Mission... | Shop Stock      | Various
68400        | Frenzied's Cookbook [1]                            | Cookbook        | Various
68410        | Frenzied's Cookbook [2]                            | Cookbook        | Various
68510        | Good_2009301                                       | Cookbook        | Various
68520        | Good_2009302                                       | Cookbook        | Various
68530        | Good_2009303                                       | Cookbook        | Various
68540        | Good_2009304                                       | Cookbook        | Various
68550        | Good_2009305                                       | Cookbook        | Various
68560        | Good_2009306                                       | Cookbook        | Various
68570        | Good_2009307                                       | Cookbook        | Various
68580        | Good_2009308                                       | Cookbook        | Various
68590        | Good_2009309                                       | Cookbook        | Various
68600        | Good_2009310                                       | Cookbook        | Various
68610        | Good_2009311                                       | Cookbook        | Various
68620        | Good_2009312                                       | Cookbook        | Various
68630        | Good_2009313                                       | Cookbook        | Various
68640        | Good_2009314                                       | Cookbook        | Various
68650        | Good_2009315                                       | Cookbook        | Various
68660        | Good_2009316                                       | Cookbook        | Various
68670        | Good_2009317                                       | Cookbook        | Various
68680        | Good_2009318                                       | Cookbook        | Various
68690        | Good_2009319                                       | Cookbook        | Various
68700        | Good_2009320                                       | Cookbook        | Various
68710        | Good_2009321                                       | Cookbook        | Various
68720        | Good_2009322                                       | Cookbook        | Various
68730        | Good_2009323                                       | Cookbook        | Various
68740        | Good_2009324                                       | Cookbook        | Various
68750        | Good_2009325                                       | Cookbook        | Various
68760        | Good_2009326                                       | Cookbook        | Various
68770        | Good_2009327                                       | Cookbook        | Various
68780        | Good_2009328                                       | Cookbook        | Various
68790        | Good_2009329                                       | Cookbook        | Various
68800        | Good_2009330                                       | Cookbook        | Various
68810        | Good_2009331                                       | Cookbook        | Various
68820        | Good_2009332                                       | Cookbook        | Various
68830        | Good_2009333                                       | Cookbook        | Various
68840        | Good_2009334                                       | Cookbook        | Various
68850        | Good_2009335                                       | Cookbook        | Various
68860        | Good_2009336                                       | Cookbook        | Various
68870        | Good_2009337                                       | Cookbook        | Various
68880        | Good_2009338                                       | Cookbook        | Various
68890        | Good_2009339                                       | Cookbook        | Various
68900        | Good_2009340                                       | Cookbook        | Various
68920        | Good_2009342                                       | Cookbook        | Various
68930        | Good_2009343                                       | Cookbook        | Various
68940        | Good_2009344                                       | Cookbook        | Various
68950        | Good_2009345                                       | Cookbook        | Various
69600        | [Isolated Merchant - Dragonbarrow] Note: Hidden... | Shop Stock      | Various
69610        | [Merchant - Altus Plateau] Note: Imp Shades - P... | Shop Stock      | Various
69620        | [Merchant Kale] Note: Flask of Wondrous Physick... | Shop Stock      | Various
69630        | [Merchant - Coastal Cave] Note: Stonedigger Tro... | Shop Stock      | Various
69640        | [Isolated Merchant - Weeping Peninsula] Note: W... | Shop Stock      | Various
69650        | [Merchant - Altus Plateau] Note: Unseen Assassi... | Shop Stock      | Various
69670        | [Merchant - North Limgrave] Note: Flame Chariot... | Shop Stock      | Various
69680        | [Merchant - East Weeping Peninsula] Note: Demi-... | Shop Stock      | Various
69690        | [Merchant - Coastal Cave] Note: Land Squirts - ... | Shop Stock      | Various
69700        | [Merchant - South Caelid] Note: Gravity's Advan... | Shop Stock      | Various
